(0, 5]       0.081685
(5, 10]      0.069241
(10, 15]     0.083539
(15, 20]     0.079861
(20, 25]     0.075597
(25, 30]     0.068886
(30, 35]     0.085405
(35, 40]     0.079866
(40, 45]     0.081771
(45, 50]     0.076259
(50, 55]     0.080683
(55, 60]     0.075119
(60, 65]     0.079395
(65, 70]     0.079580
(70, 75]     0.079225
(75, 80]     0.079265
(80, 85]     0.085090
(85, 90]     0.075046
(90, 95]     0.076902
(95, 100]    0.082110
